Geneid	GeneSymbol	Entrez	logFC_DTvsC	logCPM_DTvsC	PValue_DTvsC	PAdj_DTvsC	sig	up	down	sig_col
4930430F08Rik	4930430F08Rik	68281	0.286521865046906	3.18602956895444	0.0291609928454868	0.0560747872446278	FALSE	FALSE	FALSE	NotSig
4930432K21Rik	4930432K21Rik	NA	-0.32563850000151	1.22520309636222	0.23626592219877	0.326702006523198	FALSE	FALSE	FALSE	NotSig
4930438A08Rik	4930438A08Rik	73988	-0.0305656630572834	6.79100291414681	0.814485933477558	0.86460579411445	FALSE	FALSE	FALSE	NotSig
4930453N24Rik	4930453N24Rik	67609	-0.143988624952981	4.71765610568531	0.171182411470889	0.250557401751302	FALSE	FALSE	FALSE	NotSig
4930503B20Rik	4930503B20Rik	NA	-0.615813992397691	1.59146540326594	0.00115127063621449	0.00334915683749183	FALSE	FALSE	FALSE	NotSig
4930503L19Rik	4930503L19Rik	269033	0.520585825124649	2.45796639409574	0.000953384502216692	0.00283170851449343	FALSE	FALSE	FALSE	NotSig
4930522H14Rik	4930522H14Rik	67646	-0.535688578841616	-0.128975327250471	0.102066073672664	0.162092727064949	FALSE	FALSE	FALSE	NotSig
4930523C07Rik	4930523C07Rik	67647	0.0171517784654121	4.92933693955296	0.908295582890419	0.934633949428622	FALSE	FALSE	FALSE	NotSig
4930524J08Rik	4930524J08Rik	75129	1.26966253662094	-0.90910955007891	0.0102657172174501	0.0225821419970988	TRUE	TRUE	FALSE	Up
4930544D05Rik	4930544D05Rik	668433	0.207075776552588	-0.436304185730294	0.546455915070844	0.641822835398356	FALSE	FALSE	FALSE	NotSig
4930562C15Rik	4930562C15Rik	78809	-0.370167503782903	-0.0742981893261535	0.288317875095302	0.383863121918016	FALSE	FALSE	FALSE	NotSig
4930563E22Rik	4930563E22Rik	75304	-0.87291177166957	0.0155512985141416	0.00482145703007403	0.0116838216185408	FALSE	FALSE	FALSE	NotSig
4930578I06Rik	4930578I06Rik	67750	0.478207350088602	0.565948288594297	0.12744478724204	0.195915486491987	FALSE	FALSE	FALSE	NotSig
4930579G24Rik	4930579G24Rik	75939	0.168698668184369	3.37708858676882	0.255590350192647	0.347813914165828	FALSE	FALSE	FALSE	NotSig
4930590J08Rik	4930590J08Rik	381798	-0.00908171892770957	4.19966689695447	0.93762513514468	0.95645308229307	FALSE	FALSE	FALSE	NotSig
4931406C07Rik	4931406C07Rik	70984	-0.409845734002302	3.66331261578528	0.0122692499943853	0.026433837636572	FALSE	FALSE	FALSE	NotSig
4931414P19Rik	4931414P19Rik	74359	0.00540867987920381	3.0021918002727	0.970070822111471	0.978381757284248	FALSE	FALSE	FALSE	NotSig
4931428F04Rik	4931428F04Rik	74356	0.395216448118624	1.62397515801279	0.0654207280772065	0.110774618672284	FALSE	FALSE	FALSE	NotSig
4932438A13Rik	4932438A13Rik	229227	-0.136940181912908	7.68329721364847	0.320468408990953	0.418562882406664	FALSE	FALSE	FALSE	NotSig
4932438H23Rik	4932438H23Rik	74387	-0.910501103119578	0.463405977444742	0.000615132311108405	0.00192494885457194	FALSE	FALSE	FALSE	NotSig
4933405L10Rik	4933405L10Rik	71046	1.95106332741919	-1.17410854141338	2.90884081765056e-05	0.00012362990214387	TRUE	TRUE	FALSE	Up
